,ente,população,estado_do_processo,data_adesao
,Primavera,10.534 , 1 ,30/10/2013
,Quatipuru,13.237 , - ,
,Redenção,82.464 , 1 ,23/4/2013
,Rio Maria,17.705 , 1 ,14/8/2013
,Rondon do Pará,50.925 , 1 ,27/7/2015
,Rurópolis,49.093 , - ,
,Salinópolis,39.569 , 1 ,3/5/2013
,Salvaterra,23.096 , 1 ,27/7/2015
,Santa Bárbara do Pará,20.492 , - ,
,Santa Cruz do Arari,9.845 , - ,
,Santa Izabel do Pará,68.836 , 1 ,30/10/2013
,Santa Luzia do Pará,19.316 , - ,
,Santa Maria das Barreiras,20.849 , - ,
,Santa Maria do Pará,24.186 , - ,
,Santana do Araguaia,70.764 , - ,
,Santarém,296.302 , 1 ,12/9/2013
,Santarém Novo,6.526 , 1 ,12/9/2013
,Santo Antônio do Tauá,30.611 , - ,
,São Caetano de Odivelas,17.563 , - ,
,São Domingos do Araguaia,24.859 , - ,
,São Domingos do Capim,31.123 , 1 ,23/2/2015
,São Félix do Xingu,124.806 , 1 ,3/5/2013
,São Francisco do Pará,15.454 , - ,
,São Geraldo do Araguaia,24.188 , - ,
,São João da Ponta,5.970 , 1 ,20/8/2013
,São João de Pirabas,22.415 , - ,
,São João do Araguaia,13.616 , - ,
,São Miguel do Guamá,57.364 , - ,
,São Sebastião da Boa Vista,25.904 , 1 ,3/5/2013
,Sapucaia,5.766 , - ,
,Senador José Porfírio,11.357 , 1 ,8/12/2017
,Soure,24.682 , 1 ,16/8/2013
,Tailândia,103.321 , 1 ,2/1/2013
,Terra Alta,11.399 , 1 ,13/11/2013
,Terra Santa,18.257 , 1 ,3/5/2013
,Tomé-Açu,61.709 , 1 ,21/3/2013
,Tracuateua,30.108 , 1 ,12/9/2013
,Trairão,18.469 , 1 ,24/4/2015
,Tucumã,38.508 , - ,
,Tucuruí,110.516 , 1 ,3/6/2013
,Ulianópolis,57.525 , - ,
,Uruará,44.258 , 1 ,16/9/2014
,Vigia de Nazaré,52.216 , 1 ,20/11/2014
,Viseu,59.735 , - ,
,Vitória do Xingu,14.719 , 1 ,16/9/2014
,Xinguara,43.530 , 1 ,23/4/2013
,PARAÍBA,4.025.558, Sim ,18/4/2013
,João Pessoa,811.598 , 1 ,24/4/2013
,Água Branca,10.258 , 1 ,3/6/2013
,Aguiar,5.562 , 1 ,3/7/2014
,Alagoa Grande,28.565 , 1 ,19/10/2015
,Alagoa Nova,20.689 , - , - 
,Alagoinha,14.464 , - , - 
,Alcantil,5.499 , - , - 
,Algodão de Jandaíra,2.501 , - , - 
,Alhandra,19.579 , - , - 
,Amparo,2.246 , 1 ,18/7/2017
,Aparecida,8.430 , 1 ,19/4/2013
,Araçagi,17.003 , - , - 
,Arara,13.538 , - , - 
,Araruna,20.418 , - , - 
,Areia,22.776 , 1 ,13/12/2013
,Areia de Baraúnas,2.126 , - , - 
,Areial,6.975 , - , - 
,Aroeiras,19.154 , - , - 
,Assunção,3.921 , 1 ,26/2/2014
,Baía da Traição,9.070 , - , - 
,Bananeiras,21.156 , 1 ,18/5/2017
,Baraúna,4.925 , 1 ,23/1/2013
,Barra de Santa Rosa,15.421 , 1 ,30/7/2014
,Barra de Santana,8.241 , 1 ,4/2/2013
,Barra de São Miguel,5.979 , 1 ,7/7/2015
,Bayeux,97.010 , 1 ,13/12/2013
,Belém,17.685 , - , - 
,Belém do Brejo da Cruz ,7.347 , - , - 
,Bernardino Batista,3.438 , 1 ,7/5/2014
,Boa Ventura,5.349 , - , - 
,Boa Vista,7.083 , - , - 
,Bom Jesus,2.567 , 1 ,22/7/2013
,Bom Sucesso,4.972 , - , - 
,Bonito de Santa Fé,11.938 , 1 ,19/4/2017
,Boqueirão,17.842 , - , - 
,Borborema,5.430 , - , - 
,Brejo do Cruz,14.107 , 1 ,4/2/2013
,Brejo dos Santos,6.457 , - , - 
,Caaporã,21.872 , - , - 
,Cabaceiras,5.570 , 1 ,21/2/2018
,Cabedelo,68.033 , 1 ,7/5/2014
,Cachoeira dos Índios,10.265 , 1 ,3/5/2013
,Cacimba de Areia,3.749 , - , - 
,Cacimba de Dentro,17.156 , - , - 
,Cacimbas,7.183 , - , - 
,Caiçara,7.283 , - , - 
,Cajazeiras,62.187 , 1 ,12/4/2013
,Cajazeirinhas,3.197 , - , - 
,Caldas Brandão,6.025 , 1 ,2/1/2013
,Camalaú,6.020 , 1 ,20/8/2013
,Campina Grande,410.332 , 1 ,7/8/2013
,Capim,6.552 , 1 ,17/9/2015
,Caraúbas,4.171 , 1 ,7/1/2015
,Carrapateira,2.667 , 1 ,29/7/2013
,Casserengue,7.476 , - , - 
,Catingueira,4.934 , 1 ,21/3/2013
,Catolé do Rocha,30.534 , - , - 
,Caturité,4.839 , - , - 
,Conceição,18.944 , 1 ,22/6/2017
,Condado,6.753 , 1 ,2/5/2017
,Conde,24.769 , - , - 
,Congo,4.789 , - , - 
,Coremas,15.426 , 1 ,24/4/2015
,Coxixola,1.925 , - , - 
,Cruz do Espírito Santo,17.559 , 1 ,25/11/2013
,Cubati,7.274 , - , - 
,Cuité,20.348 , 1 ,7/8/2013
,Cuité de Mamanguape,6.790 , - , - 
,Cuitegi,6.358 , - , - 
,Curral de Cima,5.232 , - , - 
,Curral Velho,2.517 , - , - 
,Damião,5.343 , - , - 
,Desterro,8.306 , - , - 
,Diamante,6.550 , - , - 
,Dona Inês,10.383 , - , - 
,Duas Estradas,3.594 , - , - 
,Emas,3.528 , - , - 
,Esperança,33.266 , 1 ,7/7/2015
,Fagundes,11.313 , - , - 
,Frei Martinho,2.990 , - , - 
,Gado Bravo,8.435 , - , - 
,Guarabira,58.881 , 1 ,18/6/2013
,Gurinhém,14.134 , - , - 
,Gurjão,3.436 , - , - 
,Ibiara,5.925 , - , - 
,Igaracy,6.173 , 1 ,8/2/2017
,Imaculada ,11.833 , - , - 
,Ingá,18.163 , 1 ,14/12/2012
,Itabaiana,24.475 , 1 ,19/4/2013
,Itaporanga,24.842 , - , - 
,Itapororoca,18.715 , - , - 
,Itatuba,10.876 , 1 ,19/4/2013
,Jacaraú,14.378 , - , - 
,Jericó,7.742 , - , - 
,Joca Claudino,2.690 , 1 ,17/9/2015
,Juarez Távora,7.950 , 1 ,14/12/2012
,Juazeirinho,18.213 , - , - 
,Junco do Seridó,7.165 , - , - 
,Juripiranga,10.770 , 1 ,19/4/2013
,Juru,9.868 , 1 ,7/5/2014
,Lagoa,4.666 , - , - 
,Lagoa de Dentro,7.670 , 1 ,24/4/2015
,Lagoa Seca,27.543 , 1 ,23/1/2013
,Lastro,2.725 , - , - 
,Livramento,7.386 , - , - 
,Logradouro,4.343 , - , - 
,Lucena,13.121 , 1 ,15/1/2014
,Mãe D'Água,4.009 , 1 ,19/8/2013
,Malta,5.665 , - , - 
,Mamanguape,45.005 , - , - 
,Manaíra,11.120 , - , - 
,Marcação,8.586 , 1 ,4/2/2013
,Mari,21.854 , 1 ,25/11/2013
,Marizópolis,6.614 , 1 ,24/4/2015
,Massaranduba,13.853 , - , - 
,Mataraca,8.466 , - , - 
,Matinhas,4.537 , - , - 
,Mato Grosso,2.915 , - , - 
,Maturéia,6.587 , - , - 
,Mogeiro,13.286 , 1 ,19/4/2013
,Montadas,5.691 , - , - 
,Monte Horebe,4.825 , 1 ,19/8/2013
,Monteiro,33.294 , - , - 
,Mulungu,9.922 , - , - 
,Natuba,10.460 , - , - 
,Nazarezinho,7.296 , - , - 
,Nova Floresta,10.639 , 1 ,14/12/2012
,Nova Olinda,5.944 , - , - 
,Nova Palmeira,4.910 , 1 ,20/11/2014
,Olho D'Água,6.512 , 1 ,28/7/2017
,Olivedos,3.951 , 1 ,8/6/2017
,Ouro Velho,3.042 , 1 ,19/4/2013
,Parari,1.769 , - , - 
,Passagem,2.424 , - , - 
,Patos,107.790 , 1 ,7/8/2013
,Paulista,12.308 , - , - 
,Pedra Branca,3.803 , - , - 
,Pedra Lavrada,8.122 , 1 ,19/8/2013
,Pedras de Fogo,28.499 , 1 ,19/4/2013
,Pedro Régis,6.099 , - , - 
,Piancó,16.091 , - , - 
,Picuí,18.737 , - , - 
,Pilar,11.938 , 1 ,24/5/2017
,Pilões,6.607 , - , - 
,Pilõezinhos,5.080 , - , - 
,Pirpirituba,10.585 , - , - 
,Pitimbu,19.182 , - , - 
,Pocinhos,18.622 , 1 ,23/1/2013
,Poço Dantas,3.770 , 1 ,16/8/2013
,Poço de José de Moura,4.318 , 1 ,19/4/2013
,Pombal,32.766 , 1 ,30/7/2014
,Prata,4.179 , 1 ,1/3/2013
,Princesa Isabel,23.489 , - , - 
,Puxinanã,13.715 , 1 ,3/7/2014
,Queimadas,44.214 , - , - 
,Quixabá,1.964 , - , - 
,Remígio,19.579 , 1 ,23/2/2015
,Riachão,3.607 , - , - 
,Riachão do Bacamarte,4.529 , 1 ,14/12/2012
,Riachão do Poço,4.519 , - , - 
,Riacho de Santo Antônio,1.985 , - , - 
,Riacho dos Cavalos,8.609 , - , - 
,Rio Tinto,24.154 , 1 ,24/4/2015
,Salgadinho,3.980 , - , - 
,Salgado de São Félix,12.145 , 1 ,19/4/2013
,Santa Cecília de Umbuzeiro,6.557 , - , - 
,Santa Cruz,6.585 , - , - 
,Santa Helena,5.887 , 1 ,14/6/2013
,Santa Inês,3.596 , - , - 
,Santa Luzia,15.401 , 1 ,21/7/2014
,Santa Rita ,136.851 , - , - 
,Santa Teresinha,4.573 , - , - 
,Santana de Mangueira,5.159 , - , - 
,Santana dos Garrotes,7.024 , - , - 
,Santo André,2.519 , - , - 
,São Bentinho,4.540 , - , - 
,São Bento,34.215 , 1 ,1/6/2017
,São Domingos de Pombal,3.120 , - , - 
,São Domingos do Cariri,2.601 , - , - 
,São Francisco,3.363 , 1 ,3/5/2013
,São João do Cariri,4.296 , - , - 
,S'ao João do Rio do Peixe,17.940 , 1 ,29/7/2013
,São João do Tigre,4.423 , - , - 
,São José da Lagoa Tapada,7.679 , - , - 
,São José de Caiana,6.279 , - , - 
,São José de Espinharas ,4.635 , - , - 
,São José de Piranhas,20.163 , - , - 
,São José de Princesa,3.842 , - , - 
,São José do Bonfim,3.566 , - , - 
,São José do Brejo do Cruz,1.806 , - , - 
,São José do Sabugi,4.145 , 1 ,3/12/2013
,São José dos Cordeiros,3.711 , - , - 
,São José dos Ramos,5.969 , 1 ,19/4/2013
,São Mamede,7.721 , - , - 
,São Miguel de Taipu,7.180 , 1 ,30/10/2013
,São Sebastião de Lagoa de Roça,11.845 , 1 ,21/8/2014
,São Sebastião do Umbuzeiro ,3.496 , - ,
,São Vicente do Seridó,11.084 , 1 ,7/5/2014
,Sapé,52.697 , - ,
,Serra Branca,13.707 , - , - 
,Serra da Raiz,3.121 , - , - 
,Serra Grande,3.100 , 1 ,30/10/2013
,Serra Redonda,7.020 , 1 ,19/4/2013
,Serraria,6.093 , - , - 
,Sertãozinho,5.044 , - , - 
,Sobrado,7.795 , 1 ,16/9/2014
,Solânea,26.376 , 1 ,7/5/2014
,Soledade,14.987 , 1 ,27/7/2015
,Sossego,3.567 , - , - 
,Sousa,69.554 , 1 ,19/4/2013
,Sumé,16.957 , 1 ,23/2/2015
,Tacima,10.967 ,, - 
,Taperoá,15.276 , - , - 
,Tavares,14.661 , 1 ,7/5/2014
,Teixeira,15.191 , - , - 
,Tenório ,3.066 , - , - 
,Triunfo,9.482 , 1 ,12/9/2013
,Uiraúna,15.382 , 1 ,3/5/2013
,Umbuzeiro,9.913 , 1 ,2/10/2017
,Várzea,2.820 , - , - 
,Vieirópolis,5.358 , 1 ,3/12/2013
,Vista Serrana,3.808 , - , - 
,Zabelê,2.245 , 1 ,16/8/2013
,PARANÁ,11.320.892, Sim ,12/12/2012
,Curitiba,1.908.359 , 1 ,3/4/2014
,Abatiá,7.768 , 1 ,12/4/2013
,Adrianópolis,6.254 , - ,
,Agudos do Sul,9.161 , - ,
,Almirante Tamandaré,115.364 , 1 ,5/2/2014
,Altamira do Paraná,2.948 , - ,
,Alto Paraíso,2.998 , - ,
,Alto Paraná,14.693 , - ,
,Alto Piquiri,10.222 , 1 ,18/4/2013
,Altônia,21.988 , 1 ,15/1/2014
,Alvorada do Sul,11.237 , - ,
,Amaporã,6.084 , - ,
,Ampére,18.886 , 1 ,27/7/2015
,Anahy,2.901 , - ,
,Andirá,20.769 , - ,
,Ângulo,2.974 , - ,
,Antonina,19.420 , 1 ,7/1/2015
,Antônio Olinto,7.587 , - ,
,Apucarana,132.691 , 1 ,7/7/2015
,Arapongas,118.477 , 1 ,30/7/2014
,Arapoti,27.906 , 1 ,14/8/2013
,Arapuã,3.343 , - ,
,Araruna,14.098 , 1 ,3/7/2014
,Araucária,137.452 , 1 ,21/3/2013
,Ariranha do Ivaí,2.301 , - ,
,Assaí,15.999 , 1 ,5/9/2013
,Assis Chateaubriand,34.064 , - ,
,Astorga,26.196 , - ,
,Atalaia,3.999 , 1 ,15/1/2014
,Balsa Nova,12.602 , - ,
,Bandeirantes,32.486 , - ,
,Barbosa Ferraz,12.300 , 1 ,30/7/2014
,Barra do Jacaré,10.314 , - ,
,Barracão,2.828 , 1 ,27/7/2015
,Bela Vista da Caroba,3.774 , - ,
,Bela Vista do Paraíso,15.656 , 1 ,12/8/2014
,Bituruna,16.627 , 1 ,19/10/2015
,Boa Esperança,4.392 , - ,
,Boa Esperança do Iguaçu,2.671 , - ,
,Boa Ventura de São Roque,6.665 , - ,
,Boa Vista da Aparecida,7.911 , - ,
,Bocaiúva do Sul,12.477 , - ,
,Bom Jesus do Sul,3.733 , - ,
,Bom Sucesso,7.019 , 1 ,30/7/2014
,Bom Sucesso do Sul,3.358 , - ,
,Borrazópolis,7.280 , - ,
,Braganey,5.687 , - ,
,Brasilândia do Sul,2.943 , - ,
,Cafeara,2.911 , 1 ,18/1/2013
,Cafelândia,17.175 , - ,
,Cafezal do Sul,4.245 , - ,
,Califórnia,8.583 , 1 ,24/8/2017
,Cambará,25.401 , 1 ,15/1/2014
,Cambé,105.347 , - ,
,Cambira,7.808 , - ,
,Campina da Lagoa,15.042 , - ,
,Campina do Simão,4.062 , - ,
,Campina Grande do Sul,42.547 , - ,
,Campo Bonito,4.162 , - ,
,Campo do Tenente,7.829 , - ,
,Campo Largo,127.309 , 1 ,24/7/2013
,Campo Magro,28.244 , - ,
,Campo Mourão,94.153 , 1 ,21/1/2013
,Cândido de Abreu,16.059 , - ,
,Candói,15.978 , 1 ,17/9/2013
,Cantagalo,13.505 , - ,
,Capanema,19.364 , - ,
,Capitão Leônidas Marques,15.850 , - ,
,Carambeí,22.282 , 1 ,25/1/2013
,Carlópolis,14.431 , - ,
,Cascavel,319.608 , 1 ,12/4/2013
,Castro,71.501 , - ,
,Catanduvas,10.451 , - ,
,Centenário do Sul,11.246 , 1 ,20/8/2013
,Cerro Azul,17.885 , - ,
,Céu Azul,11.764 , 1 ,31/5/2016
,Chopinzinho,19.911 , - ,
,Cianorte ,79.571 , 1 ,13/10/2017
,Cidade Gaúcha,12.326 , - ,
,Clevelândia,17.250 , 1 ,3/7/2014
,Colombo,237.402 , 1 ,21/6/2016
,Colorado,23.941 , 1 ,17/9/2013
,Congonhinhas,8.821 , - ,
,Conselheiro Mairinck,3.866 , - ,
,Contenda,17.961 , - ,
,Corbélia,17.193 , - ,
,Cornélio Procópio,48.677 , 1 ,20/11/2014
,Coronel Domingos Soares,7.547 , 1 ,27/10/2015
,Coronel Vivida,21.666 , - ,
,Corumbataí do Sul,3.617 , 1 ,20/11/2014
,Cruz Machado,4.369 , - ,
,Cruzeiro do Iguaçu,21.237 , - ,
,Cruzeiro do Oeste,4.619 , 1 ,6/10/2017
,Cruzeiro do Sul,18.907 , - ,
,Cruzmaltina,3.110 , - ,
,Curiúva,15.004 , - ,
,Diamante d'Oeste,5.294 , - ,
,Diamante do Norte,5.389 , - ,
,Diamante do Sul,3.555 , - ,
,Dois Vizinhos,39.856 , 1 ,19/4/2017
,Douradina,8.439 , - ,
,Doutor Camargo,6.069 , - ,
,Doutor Ulysses,5.781 , 1 ,19/4/2017
,Enéas Marques,6.168 , - ,
,Engenheiro Beltrão,14.314 , 1 ,15/1/2014
,Entre Rios do Oeste,4.406 , 1 ,3/4/2014
,Esperança Nova,1.852 , - ,
,Espigão Alto do Iguaçu,4.447 , - ,
,Farol,3.323 , - ,
,Faxinal,17.306 , - ,
,Fazenda Rio Grande,95.225 , 1 ,29/5/2015
,Fênix,4.898 , 1 ,16/10/2014
,Fernandes Pinheiro,5.904 , - ,
,Figueira,8.177 , - ,
,Flor da Serra do Sul,5.103 , 1 ,19/10/2015
,Floraí,4.782 , - ,
,Floresta,6.603 , - ,
,Florestópolis,11.087 , - ,
,Flórida,2.697 , - ,
,Formosa do Oeste,7.133 , - ,
,Foz do Iguaçu,264.044 , 1 ,21/1/2013
,Foz do Jordão,5.079 , - ,
,Francisco Alves,6.350, - ,
,Francisco Beltrão,88.465 , 1 ,24/5/2017
,General Carneiro,14.038 , - ,
,Godoy Moreira,3.178 , - ,
,Goioerê,29.664 , 1 ,20/11/2014
,Goioxim,7.448 , - ,
,Grandes Rios,6.167 , - ,
,Guaíra,32.974 , 1 ,15/1/2014
,Guairaçá,6.591 , - ,
,Guamiranga,8.619 , - ,
,Guapirama,3.934 , - ,
,Guaporema,2.292 , - ,
,Guaraci,5.492 , - ,
,Guaraniaçu,13.641 , 1 ,7/5/2014
,Guarapuava,180.364 , 1 ,12/8/2014
,Guaraqueçaba,7.923 , - ,
,Guaratuba,35.986 , - ,
,Honório Serpa,5.643 , - ,
,Ibaiti,31.095 , - ,
,Ibema,6.396 , - ,
,Ibiporã,53.356 , 1 ,28/3/2017
,Icaraíma ,8.482 , - ,
,Iguaraçu,4.343 , - ,
,Iguatu,2.304 , - ,
,Imbaú,12.697 , - ,
,Imbituva,31.719 , - ,
,Inácio Martins,11.331 , - ,
,Inajá,3.137 , - ,
,Indianópolis,4.504 , - ,
,Ipiranga,15.139 , - ,
,Iporã,14.704 , - ,
,Iracema do Oeste,2.462 , 1 ,8/9/2017
,Irati,60.425 , 1 ,16/9/2014
,Iretama,10.608 , 1 ,16/10/2014
,Itaguajé,4.620 , 1 ,13/12/2013
,Itaipulândia,10.587 , - ,
,Itambaracá,6.819 , - ,
,Itambé,6.210 , - ,
,Itapejara D'Oeste,11.685 , 1 ,19/10/2015
,Itaperuçu,27.500 , 1 ,12/2/2014
,Itaúna do Sul,3.229 , - ,
,Ivaí,13.797 , - ,
,Ivaiporã,32.720 , - ,
,Ivaté,8.120 , - ,
,Ivatuba,3.240 , - ,
,Jaboti,5.255 , - ,
,Jacarezinho,40.263 , 1 ,12/4/2013
,Jaguapitã,13.398 , - ,
,Jaguariaíva,34.822 , 1 ,4/3/2013
,Jandaia do Sul,21.341 , - ,
,Janiópolis,5.897 , 1 ,21/8/2014
,Japira,5.084 , - ,
,Japurá,9.307 , 1 ,18/1/2013
,Jardim Alegre,12.019 , - ,
,Jardim Olinda,1.396 , 1 ,12/2/2014
,Jataizinho,12.615 , - ,
,Jesuítas,8.861 , - ,
,Joaquim Távora,11.731 , - ,
,Jundiaí do Sul,3.430 , - ,
,Juranda,7.650 , 1 ,12/8/2014
,Jussara,7.026 , 1 ,18/1/2013
,Kaloré,4.368 , - ,
,Lapa,48.067 , 1 ,19/9/2013
,Laranjal,6.205 , - ,
,Laranjeiras do Sul,32.379 , - ,
,Leópolis,4.131 , - ,
,Lidianópolis,3.662 , - ,
,Lindoeste,5.071 , - ,
,Loanda,22.903 , - ,
,Lobato,4.751 , - ,
,Londrina,558.439 , 1 ,28/12/2012
,Luiziana,7.455 , 1 ,3/12/2013
,Lunardelli,5.063 , - ,
,Lupionópolis,4.911 , 1 ,2/1/2014
,Mallet,13.738 , - ,
,Mamborê,13.798 , 1 ,19/8/2013
,Mandaguaçu,22.164 , - ,
,Mandaguari,34.559 , 1 ,29/5/2015
,Mandirituba,25.662 , - ,
,Manfrinópolis,2.861 , - ,
,Mangueirinha,17.269 , - ,
,Manoel Ribas,13.708 , - ,
,Marechal Cândido Rondon,51.795 , 1 ,25/1/2013
,Maria Helena,5.932 , 1 ,12/4/2013
,Marialva,34.955 , - ,
,Marilândia do Sul,9.068 , - ,
,Marilena,7.166 , - ,
,Mariluz,10.555 , - ,
,Maringá,406.693 , 1 ,30/7/2014
,Mariópolis,6.638 , - ,
,Maripá,5.776 , 1 ,28/12/2012
,Marmeleiro,14.539 , - ,
,Marquinho,4.725 , - ,
,Marumbi,4.765 , - ,
,Matelândia,17.640 , 1 ,12/2/2014
,Matinhos,33.450 , - ,
,Mato Rico,3.576 , 1 ,7/7/2016
,Mauá da Serra,10.039 , - ,
,Medianeira,45.586 , 1 ,2/5/2016
,Mercedes,5.476 , 1 ,15/1/2014
,Mirador,2.314 , - ,
,Miraselva,1.875 , - ,
,Missal,10.879 , 1 ,21/3/2013
,Moreira Sales,12.621 , - ,
,Morretes,16.540 , - ,
,Munhoz de Melo,3.958 , 1 ,25/11/2013
,Nossa Senhora das Graças,4.075 , - ,
,Nova Aliança do Ivaí,1.536 , - ,
,Nova América da Colina,3.545 , - ,
,Nova Aurora,11.300 , - ,
,Nova Cantu,6.295 , - ,
,Nova Esperança,28.084 , 1 ,25/11/2013
,Nova Esperança do Sudoeste,5.194 , - ,
,Nova Fátima,8.356 , - ,
,Nova Laranjeiras,11.927 , - ,
,Nova Londrina,13.486 , - ,
,Nova Olímpia,5.829 , 1 ,21/1/2013
,Nova Prata do Iguaçu,10.745 , - ,
,Nova Santa Bárbara,4.217 , - ,
,Nova Santa Rosa,8.186 , 1 ,15/1/2014
,Nova Tebas,6.498 , - ,
,Novo Itacolomi,2.908 , - ,
,Ortigueira,23.200 , 1 ,7/7/2016
,Ourizona,3.494 , - ,
,Ouro Verde do Oeste,6.023 , - ,
,Paiçandu,40.156 , 1 ,17/10/2018
,Palmas,48.990 , 1 ,7/7/2015
,Palmeira,34.023 , - ,
,Palmital,14.189 , - ,
,Palotina,31.366 , 1 ,4/3/2013
,Paraíso do Norte,13.345 , 1 ,21/1/2013
,Paranacity,11.265 , 1 ,15/1/2014
,Paranaguá,152.975 , 1 ,30/7/2014
,Paranapoema,3.117 , - ,
,Paranavaí,87.850 , 1 ,21/1/2013
,Pato Bragado ,5.432 , - ,
,Pato Branco,80.710 , 1 ,12/9/2013
,Paula Freitas,5.842 , 1 ,8/2/2017
,Paulo Frontin,7.360 , - ,
,Peabiru,14.198 , 1 ,12/8/2014
,Perobal,6.105 , 1 ,12/4/2013
,Pérola ,11.101 , - ,
,Pérola D'Oeste,6.674 , 1 ,27/7/2015
,Piên,12.455 , - ,
,Pinhais,129.445 , 1 ,21/3/2013
,Pinhal de São Bento,6.440 , - ,
,Pinhalão,2.757 , - ,
,Pinhão,32.322 , 1 ,24/9/2018
,Piraí do Sul,25.277 , 1 ,16/10/2014
,Piraquara,107.751 , 1 ,15/1/2014
,Pitanga,32.015 , 1 ,20/11/2014
,Pitangueiras,3.140 , 1 ,12/4/2013
,Planaltina do Paraná,4.303 , - ,
,Planalto,13.889 , 1 ,24/5/2017
,Ponta Grossa,344.332 , 1 ,21/1/2013
,Pontal do Paraná,25.393 , 1 ,24/4/2015
,Porecatu,13.754 , 1 ,4/3/2013
,Porto Amazonas,4.835 , - ,
,Porto Barreiro,3.491 , - ,
,Porto Rico,2.611 , - ,
,Porto Vitória,4.148 , - ,
,Prado Ferreira,3.718 , - ,
,Pranchita,5.477 , - ,
,Presidente Castelo Branco,5.227 , - ,
,Primeiro de Maio,11.286 , - ,
,Prudentópolis,52.125 , 1 ,19/4/2017
,Quarto Centenário,4.764 , 1 ,27/7/2015
,Quatiguá,7.472 , - ,
,Quatro Barras ,22.651 , - ,
,Quatro Pontes,4.031 , 1 ,9/10/2013
,Quedas do Iguaçu,33.543 , - ,
,Querência do Norte,12.320 , - ,
,Quinta do Sol,4.897 , - ,
,Quitandinha,18.733 , - ,
,Ramilândia,4.435 , - ,
,Rancho Alegre,3.963 , - ,
,Rancho Alegre D'Oeste,2.800 , - ,
,Realeza,17.111 , - ,
,Rebouças,14.981 , - ,
,Renascença,6.979 , 1 ,17/9/2015
,Reserva,26.763 , - ,
,Reserva do Iguaçu,7.927 , 1 ,2/1/2013
,Ribeirão Claro,10.941 , 1 ,12/4/2013
,Ribeirão do Pinhal,13.557 , - ,
,Rio Azul,15.125 , - ,
,Rio Bom,3.337 , - ,
,Rio Bonito do Iguaçu,13.552 , 1 ,21/6/2016
,Rio Branco do Ivaí,4.119 , - ,
,Rio Branco do Sul,32.504 , - ,
,Rio Negro,33.857 , 1 ,3/12/2013
,Rolândia,64.726 , 1 ,4/3/2013
,Roncador,10.779 , - ,
,Rondon,9.581 , 1 ,18/1/2013
,Rosário do Ivaí,5.231 , - ,
,Sabáudia,6.702 , 1 ,25/1/2013
,Salgado Filho,4.003 , 1 ,12/12/2014
,Salto do Itararé,5.158 , - ,
,Salto do Lontra,14.713 , - ,
,Santa Amélia,3.603 , 1 ,24/6/2016
,Santa Cecília do Pavão,3.544 , - ,
,Santa Cruz de Monte Castelo,8.113 , - ,
,Santa Fé,11.691 , 1 ,24/8/2017
,Santa Helena,25.911 , 1 ,21/8/2014
,Santa Inês,1.727 , - ,
,Santa Isabel do Ivaí,8.858 , - ,
,Santa Izabel do Oeste,14.411 , - ,
,Santa Lúcia,3.955 , - ,
,Santa Maria do Oeste,10.716 , - ,
,Santa Mariana,12.307 , 1 ,30/10/2013
,Santa Mônica,3.915 , - ,
,Santa Tereza do Oeste,5.222 , - ,
,Santa Terezinha de Itaipu,10.471 , 1 ,13/11/2013
,Santana do Itararé,22.992 , 1 ,7/11/2017
,Santo Antônio da Platina,45.819 , 1 ,3/4/2014
,Santo Antônio do Caiuá,2.741 , - ,
,Santo Antônio do Paraíso,2.281 , - ,
,Santo Antônio do Sudoeste,20.158 , 1 ,12/8/2014
,Santo Inácio,5.506 , 1 ,21/8/2014
,São Carlos do Ivaí,6.839 , - ,
,São Jerônimo da Serra,11.519 , - ,
,São João,10.644 , - ,
,São João do Caiuá,6.025 , - ,
,São João do Ivaí,11.005 , - ,
,São João do Triunfo,14.927 , - ,
,São Jorge D'Oeste,9.291 , - ,
,São Jorge do Ivaí,5.676 , - ,
,São Jorge do Patrocínio,5.946 , 1 ,30/7/2014
,São José da Boa Vista,6.485 , 1 ,15/1/2014
,São José das Palmeiras,3.816 , - ,
,São José dos Pinhais,307.530 , 1 ,20/8/2013
,São Manoel do Paraná,2.189 , - ,
,São Mateus do Sul,45.398 , 1 ,7/7/2015
,São Miguel do Iguaçu,27.461 , 1 ,28/12/2012
,São Pedro do Iguaçu,6.286 , - ,
,São Pedro do Ivaí,10.928 , - ,
,São Pedro do Paraná,2.443 , - ,
,São Sebastião da Amoreira,8.985 , 1 ,20/9/2018
,São Tomé,5.715 , - ,
,Sapopema,6.905 , 1 ,31/5/2016
,Sarandi,94.181 , - ,
,Saudade do Iguaçu,5.448 , - ,
,Sengés,19.443 , - ,
,Serranópolis do Iguaçu,4.637 , - ,
,Sertaneja,5.633 , 1 ,16/5/2017
,Sertanópolis,16.485 , 1 ,3/4/2014
,Siqueira Campos,20.508 , - ,
,Sulina,3.222 , - ,
,Tamarana,14.143 , - ,
,Tamboara,5.064 , - ,
,Tapejara,15.962 , - ,
,Tapira,5.798 , 1 ,28/9/2015
,Teixeira Soares,11.834 , - ,
,Telêmaco Borba,77.276 , 1 ,4/3/2013
,Terra Boa,16.991 , 1 ,12/8/2014
,Terra Rica,16.578 , 1 ,23/11/2017
,Terra Roxa,17.627 , 1 ,3/7/2014
,Tibagi,20.562 , 1 ,12/8/2014
,Tijucas do Sul,16.348 , - ,
,Toledo,135.538 , 1 ,4/3/2013
,Tomazina,8.470 , - ,
