NOME_MUNICIPIO [-],CODIGO [-],GENTILICO [-],PREFEITO [2017],AREA - AREA [2017],POPESTIMADA - POPESTIMADA [2018],DENSIDADE - DENSIDADE [2010],IDHM [2010],RECEITAS - REAL_MIL [2017],DESPESAS - REAL_MIL [2017],PIB - REAL [2016],
Morro da Fumaça,4211207,fumacense,AGENOR CORAL,83117,17642,194.01,738,56493,50480,34043.59,
Morro Grande,4211256,morrograndense,VALDIONIR ROCHA,258184,2898,11.19,701,20182,16756,60346.88,
Navegantes,4211306,navegantino,EMILIO VIEIRA,112029,79285,540.56,736,287994,231927,43841.66,
Nova Erechim,4211405,nova-erechinense,NEDIO ANTONIO CASSOL,64892,4945,65.88,765,21430,19818,33568.58,
Nova Itaberaba,4211454,nova itaberadense,MARCIANO MAURO PAGLIARINI,137547,4333,31.02,736,20942,17180,24882.29,
Nova Trento,4211504,nova-trentino,GIAN FRANCESCO VOLTOLINI,402891,14312,30.26,748,49970,41708,36644.68,
Nova Veneza,4211603,veneziano,ROGÉRIO JOSÉ FRIGO,295036,14987,45.11,768,50411,39361,49675.02,
Novo Horizonte,4211652,novo-horizontino,VANDERLEI SANAGIOTTO,151852,2481,18.11,706,18039,14014,33716.35,
Orleans,4211702,orleanense,JORGE LUIZ KOCH,548792,22785,38.98,755,73130,61962,37394.12,
Otacílio Costa,4211751,otaciliense,LUIZ CARLOS XAVIER,845009,18510,19.33,740,69083,63145,34900.89,
Ouro,4211801,ourense,NERI LUIZ MIQUELOTO,213575,7317,34.50,774,24235.2204,21306.64404,20318.63,
Ouro Verde,4211850,ouro-verdense,AMELIO REMOR JUNIOR,189224,2227,12.00,695,16358,13906,38758.84,
Paial,4211876,paialense,NEVIO ANTONIO MORTARI,85757,1537,20.56,718,14364,12364,22516.65,
Painel,4211892,painelense,FLAVIO ANTONIO NETO DA SILVA,740183,2363,3.18,664,13634,12126,24399.02,
Palhoça,4211900,palhocense,CAMILO NAZARENO PAGANI MARTINS,395133,168259,347.56,757,502991,418845,27123.36,
Palma Sola,4212007,palma-solense,CLEOMAR JOSE MANTELLI,330104,7475,23.52,704,25325,22259,28897.39,
Palmeira,4212056,palmeirense,FERNANDA DE SOUZA CORDOVA,289297,2603,8.20,671,16417,13466,39525.15,
Palmitos,4212106,palmitense,DAIR JOCELY ENGE,352504,16182,45.45,737,45417,33336,33311.74,
Papanduva,4212205,papanduvense,LUIZ HENRIQUE SALIBA,747862,19218,23.97,704,61530,48335,25766.46,
Paraíso,4212239,paraisense,VALDECIR ANTONIO CASAGRANDE,181843,3515,22.51,700,17349,14623,24914.91,
Passo de Torres,4212254,passotorrense,JONAS GOMES DE SOUZA,95114,8594,69.67,720,27020,25394,15132.64,
Passos Maia,4212270,passosmaiense,LEOMAR ROBERTO LISTONI,619156,4186,7.15,659,21382,18846,28972.25,
Paulo Lopes,4212304,paulo-lopense,NADIR CARLOS RODRIGUES,449679,7418,14.88,716,23327,20073,23731.30,
Pedras Grandes,4212403,pedras-grandense,VILSON TADEU MARCON,159309,4000,25.78,728,18909,15951,32940.31,
Penha,4212502,penhense,AQUILES JOSÉ SCHNEIDER DA COSTA,58748,31764,427.87,743,84017,71240,20660.81,
Peritiba,4212601,peritibense,NEUSA KLEIN MARASCHINI,95842,2814,31.18,766,16958.32576,13887.94424,28131.01,
Pescaria Brava,4212650,bravense,DEYVISONN DA SILVA DE SOUZA,105169,10022,-,-,21005,20923,8341.33,
Petrolândia,4212700,petrolandense,JOEL LONGEN,305871,5971,20.04,716,19739,17133,26825.43,
Balneário Piçarras,4212809,piçarrense,LEONEL JOSÉ MARTINS,99424,22511,171.79,756,99756,94788,27970.84,
Pinhalzinho,4212908,pinhalense,MARIO AFONSO WOITEXEM,128159,19906,127.44,783,67858,53171,49338.21,
Pinheiro Preto,4213005,pinheirense,PEDRO RABUSKE,61461,3513,47.79,777,23072,16378,43582.24,
Piratuba,4213104,piratubense,OLMIR PAULINHO BENJAMINI,145976,3965,32.79,758,38927,33475,180824.63,
Planalto Alegre,4213153,planaltoalegrense,JUARES BET,62461,2850,42.49,751,15627,13556,19473.62,
Pomerode,4213203,pomerodense,ERCIO KRIEK,214727,32874,129.28,780,148802,117942,53900.83,
Ponte Alta,4213302,ponte-altense,LUIZ PAULO FARIAS,568960,4714,8.60,673,18625,16903,21363.49,
Ponte Alta do Norte,4213351,norte pontealtense,ROBERTO MOLIN DE ALMEIDA,399239,3408,8.27,689,17275,14934,22640.83,
Ponte Serrada,4213401,ponte-serradense,ALCEU ALBERTO WRUBEL,564489,11552,19.54,693,35743,31939,19001.89,
Porto Belo,4213500,porto-belense,EMERSON LUCIANO STEIN,92408,20834,171.77,760,88175,87629,44755.67,
Porto União,4213609,porto-unionense,ELISEU MIBACH,845340,35250,39.62,786,92240,73096,17507.81,
Pouso Redondo,4213708,pouso-redondense,OSCAR GUTZ,359393,17189,41.21,720,44049,35976,29398.98,
Praia Grande,4213807,praia-grandense,HENRIQUE MATOS MACIEL,284162,7326,25.58,718,23341,22607,19011.57,
Presidente Castello Branco,4213906,castelinense,ADEMIR DOMINGOS MIOTTO,65605,1590,26.29,770,14848,12616,29544.91,
Presidente Getúlio,4214003,getulense,NELSON VIRTUOSO,294265,17215,50.59,759,58374,50677,30609.65,
Presidente Nereu,4214102,nereusense,ISAMAR DE MELO,225661,2290,10.12,737,13782,11969,23077.22,
Princesa,4214151,princesense,EDILSON MIGUEL VOLKWEIS,86180,2911,32.01,706,15792,12920,22888.08,
Quilombo,4214201,quilombense,SILVANO DE PARIZ,280258,9946,36.57,730,35056,28762,35329.65,
Rancho Queimado,4214300,rancho-queimadense,CLECI APARECIDA VERONEZI,286288,2868,9.60,753,20768,17229,37456.18,
Rio das Antas,4214409,rio-antense,RONALDO DOMINGOS LOSS,317999,6208,19.32,697,30075,25367,26765.66,
Rio do Campo,4214508,rio-campense,RODRIGO PREIS,506249,5979,12.23,729,24485,21644,23976.02,
Rio do Oeste,4214607,riense-do-oeste,HUMBERTO PESSATTI,247805,7456,28.61,754,24157,20948,26416.48,
Rio dos Cedros,4214706,rio-cedrense,MARILDO DOMINGOS FELIPPI,554077,11542,18.56,729,32466,29312,24500.23,
Rio do Sul,4214805,rio-sulense,JOSE EDUARDO ROTHBARTH THOME,260970,70100,235.05,802,290917,245030,33250.84,
Rio Fortuna,4214904,rio-fortunense,LINDOMAR BALLMANN,302867,4601,14.68,806,20334,17007,50246.61,
Rio Negrinho,4215000,rio-negrinhense,JULIO CESAR RONCONI,907311,42106,43.92,738,147154,126340,23848.09,
Rio Rufino,4215059,rio rufinense,THIAGO COSTA,282504,2482,8.62,653,13452,12506,20094.07,
Riqueza,4215075,riquezense,RENALDO MUELLER,191907,4636,25.20,714,18828,15858,19390.38,
Rodeio,4215109,rodeiense,PAULO ROBERTO WEISS,129934,11502,84.06,754,32645,29253,22705.68,
Romelândia,4215208,romelandino,VALDIR BUGS,222574,4890,24.58,692,18501,15642,15682.31,
Salete,4215307,saletense,SOLANGE APARECIDA BITENCOURT SCHLICHTING,179347,7626,41.09,744,28314,22925,21770.71,
Saltinho,4215356,saltinhense,DEONIR LUIZ FERRONATTO,156531,3808,25.30,654,16826,13817,17329.00,
Salto Veloso,4215406,velosoense,ANA ROSA ZANELA,105068,4680,40.94,784,26928,19737,38436.75,
Sangão,4215455,sangãoense,DALMIR CARARA CÂNDIDO,82892,12446,125.46,700,29976,26281,20777.27,
Santa Cecília,4215505,ceciliense,ALESSANDRA APARECIDA GARCIA,1145810,16741,13.75,698,45468,39261,21635.89,
Santa Helena,4215554,santaelenense,LUIZ GLUITZ,81229,2247,29.16,727,15261,12868,28855.13,
Santa Rosa de Lima,4215604,rosa-limense,SALESIO WIEMES,202004,2137,10.22,757,14158,12162,22136.10,
Santa Rosa do Sul,4215653,sul-santarrosense,NELSON CARDOSO DE OLIVEIRA,151030,8338,53.33,705,24546,21330,15501.69,
Santa Terezinha,4215679,terezinhense,VALQUIRIA SCHWARZ,715263,8801,12.26,669,23082,19745,21237.59,
Santa Terezinha do Progresso,4215687,terezinhano,DERLI FURTADO,118805,2484,24.38,682,14522,12075,17929.93,
Santiago do Sul,4215695,santiaguense,JULCIMAR ANTONIO LORENZETTI,73836,1286,19.84,728,13626,11501,23944.05,
Santo Amaro da Imperatriz,4215703,santo-amarense,EDESIO JUSTEN,344049,22905,57.62,781,73619,57194,33491.38,
São Bernardino,4215752,bernardinense,ADELI JOSE RIFFEL,149020,2386,18.48,677,16136,12286,23538.58,
São Bento do Sul,4215802,são-bentense,MAGNO BOLLMANN,501634,83576,149.11,782,319782,249738,32369.89,
São Bonifácio,4215901,são-bonifacense,RICARDO DE SOUZA CARVALHO,460364,2862,6.53,731,15058,12450,18976.25,
São Carlos,4216008,são-carlense,RUDI MIGUEL SANDER,161292,11191,63.80,769,34842,29455,26395.58,
São Cristovão do Sul,4216057,são-cristovense,SISI BLIND,351100,5499,14.28,665,24276,20088,21761.89,
São Domingos,4216107,dominguense,ELIEZE COMACHIO,367203,9457,24.68,765,30627,31583,34322.77,
São Francisco do Sul,4216206,francisquense,RENATO GAMA LOBO,498646,51677,85.27,762,256944,212929,72367.97,
São João do Oeste,4216255,são-joanense,FERNANDO BISIGO,163304,6359,36.96,761,26643,21573,32353.49,
São João Batista,4216305,batistense,DANIEL NETTO CANDIDO,200582,36244,118.80,740,88241,78044,22200.52,
São João do Itaperiú,4216354,itaperiuense,CLÉZIO JOSÉ FORTUNATO,151420,3707,22.69,738,16777,13557,40621.86,
São João do Sul,4216404,joão-sulense,MOACIR FRANCISCO TEIXEIRA,183358,7280,38.19,695,24743,21871,21883.61,
São Joaquim,4216503,joaquinense,GIOVANI NUNES,1892256,26763,13.11,687,62822,52838,33314.98,
São José,4216602,josefense,ADELIANA DAL PONT,150453,242927,1376.78,809,688208,561869,41960.75,
São José do Cedro,4216701,cedrense,ANTONIO PLINIO DE CASTRO SILVA,281253,13838,48.69,731,45703,41185,27763.08,
São José do Cerrito,4216800,cerritense,ARNO TADEU MARIAN,944917,8421,9.81,636,21741,17931,31512.08,
São Lourenço do Oeste,4216909,lourencense ou lourenciano,RAFAEL  CALEFFI,356316,23857,60.45,749,75055,65088,34299.24,
São Ludgero,4217006,são-ludgerense,VOLNEI WEBER,107663,13165,102.11,755,44746,38720,46373.72,
São Martinho,4217105,são-martinhense,ROBSON JEAN BACK,223889,3189,14.33,742,15738,13279,23791.75,
São Miguel da Boa Vista,4217154,boa-vistense,VILMAR SCHMAEDECKE,71405,1833,26.66,710,12912,10033,18675.08,
São Miguel do Oeste,4217204,miguel-oestino,WILSON TREVISAN,234036,40090,155.12,801,113719,99567,34386.24,
São Pedro de Alcântara,4217253,alcantarense,ERNEI JOSÉ STAHELIN,140016,5709,33.60,734,20983,15793,13416.39,
Saudades,4217303,saudadense,DANIEL KOTHE,206596,9679,43.64,755,31304,26134,29447.42,
Schroeder,4217402,cheredense,OSVALDO JURCK,164382,20728,93.17,769,56242,50534,21794.03,
Seara,4217501,searaense,EDEMILSON CANALE,310981,17506,54.39,779,61699,51632,43304.05,
Serra Alta,4217550,serra-altense,DARCI CERIZOLLI,92348,3270,35.57,773,17520,13463,33092.02,
Siderópolis,4217600,sideropolitano,HELIO ROBERTO CESA,261664,13920,49.67,774,41139,36415,28973.54,
Sombrio,4217709,sombriense,ZENIO CARDOSO,143329,30010,185.68,728,77994,67461,23009.19,
Sul Brasil,4217758,sul brasilense,ÉDER IVAN MARMITT,112872,2500,24.51,707,15939,13757,31764.87,
Taió,4217808,taioense,ALMIR RENI GUSKI,692883,18302,24.91,761,62033,53066,28907.68,
Tangará,4217907,tangaraense,NADIR BAÚ DA SILVA,388384,8691,22.34,737,36492,31990,44834.07,
Tigrinhos,4217956,tigrinhense,DERLI ANTONIO DE OLIVEIRA,57944,1646,30.32,717,14267,11312,21364.10,
Tijucas,4218004,tijucano,ELOI MARIANO ROCHA,279578,37645,110.74,760,132110,105595,38445.27,
Timbé do Sul,4218103,timbeense,ROBERTO BIAVA,330089,5354,16.08,720,20244,18328,20238.34,
Timbó,4218202,timboense,JORGE AUGUSTO KRÜGER,127405,43484,288.64,784,160098,133326,40483.91,
Timbó Grande,4218251,timbó-grandense,ARI JOSE GALESKI,598473,7812,11.98,659,27352,23595,24357.50,
Três Barras,4218301,três-barrense,LUIZ DIVONSIR SHIMOGUIRI,437556,19183,41.43,706,78178,61047,47777.57,
Treviso,4218350,trevisano,JAIMIR COMIN,157084,3891,22.45,774,27996,24142,53292.86,
Treze de Maio,4218400,treze-maioense,CLESIO BARDINI DE BIASI,161671,7070,42.53,729,22853,19646,20151.13,
Treze Tílias,4218509,treze-tiliense,MAURO DRESCH,186638,7687,33.97,795,37420,33297,73993.56,
Trombudo Central,4218608,trombudense,GEOVANA GESSNER,108617,7284,60.33,775,26137,22786,31113.68,
Tubarão,4218707,tubaronense,JOARES CARLOS PONTICELLI,301755,104937,322.23,796,253879,231612,32903.90,
Tunápolis,4218756,tunapolitano,RENATO PAULATA,133291,4561,34.77,752,21907,18326,24591.83,
Turvo,4218806,turvense,TIAGO ZILLI,235517,12806,50.33,740,43294,38028,39153.11,
União do Oeste,4218855,união-oestense,CELSO MATIELLO,92617,2517,31.42,705,16894,13338,21532.97,
Urubici,4218905,urubiciense,ANTONIO ZILLI,1017635,11195,10.51,694,32896,29465,23243.66,
Urupema,4218954,urupemense,EVANDRO FRIGO PEREIRA,350037,2472,7.09,699,13946,13043,26514.13,
Urussanga,4219002,urussanguense,LUIS GUSTAVO CANCELLIER,254869,21190,79.35,772,71367,62543,34909.93,
Vargeão,4219101,vargeonense,VOLMIR FELIPE,166648,3575,21.19,686,20818,18306,32044.89,
Vargem,4219150,vargense,MILENA  ANDERSEN LOPES BECHER,350151,2522,8.02,629,17152,13511,22824.96,
Vargem Bonita,4219176,vargembonitense,MELÂNIA APARECIDA ROMAN MENEGHINI,298498,4534,16.06,718,28146,21809,72899.99,
Vidal Ramos,4219200,vidal-ramense,HELMUT STOLTENBERG,342887,6356,18.34,700,27543,24120,38086.77,
Videira,4219309,videirense,DORIVAL CARLOS BORGA,384521,52510,124.09,764,211656,165216,41596.26,
Vitor Meireles,4219358,vitor-meirelense,BENTO FRANCISCO SILVY,370521,5014,14.05,673,18827,16858,20188.17,
Witmarsum,4219408,witmarsumense,CESAR PANINI,151984,3932,23.69,710,17129,14766,28098.00,
Xanxerê,4219507,xanxerense,AVELINO MENEGOLLA,377764,50309,116.81,775,123286,113122,31147.64,
Xavantina,4219606,xavantinense,ENOIR FAZOLO,216688,3963,19.12,749,22897,19120,46103.03,
Xaxim,4219705,xaxiense,LIRIO DAGORT,293279,28424,87.67,752,85997,70477,30263.25,
Zortéa,4219853,zorteense,ALCIDES MANTOVANI,189717,3328,15.77,761,18213,16591,20526.44,
Balneário Rincão,4220000,balneo-rinconense,JAIRO CELOY CUSTODIO,64636,12570,-,-,42067,35955,17788.63,
Adamantina,3500105,adamantinense,MÁRCIO CARDIM,411987,35023,82.15,790,160719,137084,32838.70,
Adolfo,3500204,adolfino,IZAEL ANTONIO FERNANDES,211055,3571,16.85,730,27334,20104,23911.98,
Aguaí,3500303,aguaiano,JOSÉ ALEXANDRE PEREIRA DE ARAÚJO,474554,35954,67.72,715,84095,72169,21719.50,
Águas da Prata,3500402,pratense,CARLOS HENRIQUE FORTES DEZENA,142961,8137,53.05,781,29390,24363,17688.07,
Águas de Lindóia,3500501,lindoiense,GILBERTO ABDOU HELOU,60126,18599,287.16,745,86949,75201,24727.02,
Águas de Santa Bárbara,3500550,santa-barbarense,AROLDO JOSÉ CAETANO,404463,6040,13.83,757,34484,28472,26362.59,
Águas de São Pedro,3500600,água-pedrense,PAULO SERGIO BARBOZA DE LIMA,3612,3380,488.89,854,25158,22710,41378.02,
Agudos,3500709,agudense,ALTAIR FRANCISCO SILVA,966708,37023,35.73,745,159981,143418,69828.53,
Alambari,3500758,alambariense,HUDSON JOSE GOMES,159600,5918,30.66,712,23711,21839,15426.66,
Alfredo Marcondes,3500808,marcondense,EDMILSON JOSE CORREIA,118915,4147,32.86,741,16479,15112,18074.69,
Altair,3500907,altairense,ANTONIO PADRON NETO,313007,4134,12.16,687,22319,19411,48984.40,
Altinópolis,3501004,altinopolense,JOSÉ ROBERTO FERRACIN MARQUES,928956,16164,16.80,730,72144,55436,28541.39,
Alto Alegre,3501103,alto-alegrense,HELENA BERTO TOMAZINI SORROCHE,318574,4110,12.86,700,20846,18236,24529.77,
Alumínio,3501152,aluminense,ANTONIO PIASSENTINI,83660,18484,201.28,766,75397,72573,99392.72,
Álvares Florence,3501202,alvares florencense,CALIMÉRIO LUIZ CORREA SALES,362411,3712,10.74,728,20471,18241,24830.77,
Álvares Machado,3501301,machadense,JOSÉ CARLOS CABRERA PARRA,347647,24830,67.69,758,62881,60297,19024.25,
Álvaro de Carvalho,3501400,carvalhense,CÍCERO MARTINS DOS SANTOS,153662,5179,30.36,688,17943,16441,9771.95,
Alvinlândia,3501509,alvinlandense,ABIGAIL CATELI DIAS,84879,3206,35.38,722,15306,12941,14823.57,
Americana,3501608,americanense,OMAR NAJAR,133912,237112,1572.75,811,774033,709744,44417.02,
Américo Brasiliense,3501707,américo-brasiliense,DIRCEU BRAS PANO,122785,39962,280.91,751,99791,100799,21643.91,
Américo de Campos,3501806,americampense,CARLOS ROBERTO ACHILLES,252876,5956,22.54,745,23219,21407,16655.61,
Amparo,3501905,amparense,LUIZ OSCAR VITALE JACOB,445323,71700,147.75,785,262300,240728,48680.71,
Analândia,3502002,analandense,JAIRO APARECIDO MASCIA,325953,4933,13.18,754,31225,30968,29771.71,
Andradina,3502101,andradinense,TAMIKO INOUE,964226,57112,57.39,779,166955,147353,54270.98,
Angatuba,3502200,angatubense,LUIZ ANTONIO MACHADO,1027288,24969,21.61,719,82169,66306,34197.41,
Anhembi,3502309,anhembiense,MIGUEL VIEIRA MACHADO NETO,736557,6627,7.67,721,31347,29908,20118.47,
Anhumas,3502408,anhumense,GENILDO RAMINELI,320840,4085,11.66,741,19929,17615,16891.98,
Aparecida,3502507,aparecidense,ERNALDO CESAR MARCONDES,121076,36129,289.13,755,111613,98271,30760.41,
Aparecida d'Oeste,3502606,aparecidense,MAERCIO DIAS DE MENEZES,179004,4234,24.86,721,19561,17744,22567.32,
Apiaí,3502705,apiaiense,LUCIANO POLACZEK NETO,974322,24526,25.85,710,71090,65067,24498.90,
Araçariguama,3502754,araçariguamense,LILIANA MEDEIROS DE ALMEIDA AYMAR BECHAR,145204,21854,117.63,704,109901,98904,103080.36,
Araçatuba,3502804,araçatubense,DILADOR BORGES DAMASCENO,1167126,195874,155.54,788,524096,489800,35797.47,
Araçoiaba da Serra,3502903,araçoiabano,DIRLEI SALAS ORTEGA,255327,33499,106.88,776,137564,82578,20402.88,
Aramina,3503000,araminense,DALVA APARECIDA PIERAZO RODRIGUES,202829,5585,25.39,740,23826,21844,22763.73,
Arandu,3503109,aranduense,LUIZ CARLOS DA COSTA,285908,6348,21.42,685,30445,30414,20640.43,
Arapeí,3503158,arapeiense,EDSON ANDRE DE SOUZA,156903,2478,15.89,680,15297,12648,10289.63,
Araraquara,3503208,araraquarense,EDSON ANTONIO EDINHO DA SILVA,1003625,233744,207.90,815,813195,797613,39065.74,
Araras,3503307,ararense,RUBENS FRANCO JUNIOR,644831,131282,184.30,781,543416,472763,38412.06,
Arco-Íris,3503356,arcoirense,ANA MARIA ZONER LEAL SERAFIM,264904,1811,7.27,722,14876,12392,27756.09,
Arealva,3503406,arealvense,ELSON BANUTH BARRETO,504973,8505,15.53,744,28043,23705,20317.67,
Areias,3503505,areiense,PAULO HENRIQUE DE SOUZA COUTINHO,305227,3876,12.11,697,17340,15919,9757.85,
Areiópolis,3503604,areiopolitano,ANTONIO MARCOS DOS SANTOS,85907,11099,123.35,695,31683,27660,11717.73,
Ariranha,3503703,ariranhense,JOAMIR ROBERTO BARBOZA,132624,9573,64.19,733,46471,39792,69837.66,
Artur Nogueira,3503802,nogueirense,IVAN CLEBER VICENSOTTI,178026,53450,248.15,749,151691,141937,19388.74,
Arujá,3503901,arujaense,JOSE LUIZ MONTEIRO,96167,88455,779.33,784,285278,247387,55521.78,
Aspásia,3503950,aspasiense,JOSUÉ EDUARDO DE ASSUNÇÃO,69373,1825,26.09,735,15747,13473,16808.44,
Assis,3504008,assisense,JOSÉ APARECIDO FERNANDES,460609,103666,206.70,805,354752,288567,27921.64,
Atibaia,3504107,atibaiano,SAULO PEDROSO DE SOUZA,478521,141398,264.57,765,489343,465279,42412.58,
Auriflama,3504206,auriflamense,OTAVIO HENRIQUE ORTUNHO WEDEKIN,434498,15123,32.72,773,43953,39071,19441.24,
Avaí,3504305,avaiense,ANDRÉ LUIS DA SILVEIRA ANTONIO,540689,5369,9.18,714,20942,18278,53431.32,
Avanhandava,3504404,avanhandavense,CIRO AUGUSTO MOURA VENERONI,338370,13433,33.40,705,47969,41722,26101.70,
Avaré,3504503,avareense,JOSELYR BENEDITO COSTA SILVESTRE,1213055,90063,68.37,767,312719,278557,28025.47,
Bady Bassitt,3504602,badiense,LUIZ ANTONIO TOBARDINI,110372,17236,132.32,746,63870,55031,19311.66,
Balbinos,3504701,balbinense,BENEDITO JACKSON BALANCIERI,91635,5532,40.40,669,15169,14052,8535.38,
Bálsamo,3504800,balsamense,CARLOS EDUARDO CARMONA LOURENÇO,149881,8994,54.18,756,24570,22761,20025.40,
Bananal,3504909,bananalense,JORGE DA SILVA RODRIGUES FILHO,616427,10896,16.58,733,34981.6939,31691.34202,20068.92,
Barão de Antonina,3505005,barãoense,MARIA ROSA BUENO DE MEIRA,153142,3441,20.35,711,16392,14127,20287.75,
Barbosa,3505104,barbosano,PAULO CÉSAR BALIEIRO,205212,7335,32.14,699,23186,20061,13925.31,
Bariri,3505203,baririense,FRANCISCO LEONI NETO,444405,34961,71.14,750,103012,92916,41510.78,
Barra Bonita,3505302,barra-bonitense,JOSÉ LUIS RICI,150121,36127,235.12,788,115636,103440,38128.22,
Barra do Chapéu,3505351,barrense,JANETE SARTI DO AMARAL,405681,5688,12.93,660,15359,16455,14551.58,
Barra do Turvo,3505401,barra-turvense,JEFFERSON LUIZ MARTINS,1007670,7687,7.67,641,35550,32005,10286.62,
Barretos,3505500,barretense,GUILHERME HENRIQUE DE ÁVILA,1566161,121344,71.60,789,526128,543579,36842.26,
Barrinha,3505609,barrinhense,MITUO TAKAHASI,146025,32434,195.66,725,81349,72595,15185.41,
Barueri,3505708,barueriense,RUBENS FURLAN,65701,271306,3665.21,786,2741827,2450131,177735.30,
Bastos,3505807,bastense,MANOEL IRONIDES ROSA,170912,20954,118.95,751,59380,50420,39033.19,
Batatais,3505906,batataense,JOSE LUIS ROMAGNOLI,849526,62024,66.48,761,174114,157203,27229.67,
Bauru,3506003,bauruense,CLODOALDO ARMANDO GAZZETTA,667684,374272,515.12,801,1302952,1172323,35577.22,
Bebedouro,3506102,bebedourense,FERNANDO GALVÃO MOURA,683192,77436,109.81,780,218201,262944,41444.67,
Bento de Abreu,3506201,bento-abreuense,GENIVAL PRATES ALVES,301687,2955,8.87,744,18357,16171,44106.36,
Bernardino de Campos,3506300,bernardinense,ODILON RODRIGUES MARTINS,244158,11137,44.12,734,32647,29495,18250.23,
Bertioga,3506359,bertioguense,CAIO ARIAS MATHEUS,491546,61736,97.21,730,429374,349538,25674.73,
Bilac,3506409,bilaquense,VITOR OSMAR BOTINI,158025,7949,44.63,768,29925,25293,24144.27,
Birigui,3506508,biriguiense,CRISTIANO SALMEIRÃO,530031,122359,204.79,780,363952,350718,27389.84,
Biritiba-Mirim,3506607,biritibano,JARBAS EZEQUIEL DE AGUIAR,317406,32251,90.03,712,68007,64012,23459.93,
Boa Esperança do Sul,3506706,boa-esperancense,FABIO LUIS DE SOUZA,690748,14824,19.75,681,51605,40191,21317.01,
Bocaina,3506805,bocainense,MARCO ANTONIO GIRO,363926,12204,29.84,742,37932,37443,87643.77,
Bofete,3506904,bofetense,DIRCEO ANTONIO LEME DE MELO,653541,11534,14.72,705,38599,32955,14349.10,
Boituva,3507001,boituvense,FERNANDO LOPES DA SILVA,248954,59793,194.07,780,198057,190516,45941.81,
Bom Jesus dos Perdões,3507100,perdoense,SERGIO FERREIRA,108366,24898,181.87,713,82258,67841,23407.62,
Bom Sucesso de Itararé,3507159,bom sucessiense,LUIZ HUMBERTO CAMPOS,133578,3923,26.73,660,16855,14893,12797.53,
Borá,3507209,boraense,WILSON FERREIRA COSTA,118951,836,6.80,746,12702,9773,100029.91,
Boracéia,3507308,boraceense,MARCOS VINICIO BILANCIERI,122110,4776,34.95,754,24639,22245,42757.16,
Borborema,3507407,borboremense,VLADIMIR ANTONIO ADABO,552256,15925,26.31,730,47433,41631,24720.06,
Borebi,3507456,borebiense,ANTONIO CARLOS VACA,347989,2621,6.59,705,18631,15686,23844.62,
Botucatu,3507506,botucatuense,MARIO EDUARDO PARDINI AFFONSECA,1482642,144820,85.88,800,401444,348098,34339.02,
Bragança Paulista,3507605,bragantino,JESUS ADIB ABI CHEDID,512584,166753,286.26,776,474355,419569,31346.47,
Braúna,3507704,braunense,FLAVIO ADALBERTO RAMOS GIUSSANI,195176,5630,25.70,737,20303,17050,15873.08,
Brejo Alegre,3507753,brejoalegrense,ADRIANO MARCELO BONILHA,105689,2841,24.41,710,20228,17946,274572.12,
Brodowski,3507803,brodosquiano,JOSE LUIZ PEREZ,278458,24592,75.80,755,78112,68887,22582.08,
Brotas,3507902,brotense,MODESTO SALVIATTO FILHO,1101374,24163,19.59,740,94407,80495,28357.32,
Buri,3508009,buriense,OMAR YAHYA CHAIN,1195910,19789,15.52,667,74242,61416,19528.74,
Buritama,3508108,buritamense,RODRIGO ZACARIAS DOS SANTOS,326921,17003,47.19,763,78466,60923,30970.21,
Buritizal,3508207,buritinense,AGLIBERTO GONÇALVES,266420,4447,15.21,735,26483,22452,75887.45,
Cabrália Paulista,3508306,cabraliense,JOSÉ MADRIGAL RUDA FILHO,239974,4286,18.19,694,19158,15973,18464.94,
Cabreúva,3508405,cabreuvano,HENRIQUE MARTIN,260234,48966,159.87,738,206809,192731,87725.88,
Caçapava,3508504,caçapavense,FERNANDO CID DINIZ BORGES,368990,93488,229.66,788,245450,222306,38964.63,
Cachoeira Paulista,3508603,cachoeirense,EDSON MENDES MOTA,287990,33067,104.49,764,88017,78330,17202.31,
Caconde,3508702,cacondense,JOSÉ BENTO FELIZARDO FILHO,468215,18961,39.44,720,52755,48676,16250.05,
Cafelândia,3508801,cafelandense,LOURDES MONTERA,920280,17689,18.05,742,62055,58718,25039.00,
Caiabu,3508900,caiabuense,DARIO MARQUES PINHEIRO,253352,4190,16.11,729,17842,15598,13658.49,
Caieiras,3509007,caieirense,GERSON MOREIRA ROMERO,97642,100129,900.37,781,290687,237565,27897.02,
Caiuá,3509106,caiuense,RUTE ALMEIDA DOS SANTOS LIMA,551159,5800,9.16,697,30250,26171,13996.95,
Cajamar,3509205,cajamarense,ANA PAULA POLOTTO RIBAS DE ANDRADE,131386,75638,488.18,728,447554,386498,178670.47,
Cajati,3509254,cajatiense,LUCIVAL JOSÉ CORDEIRO,454436,28605,62.43,694,101870,84204,36388.89,
Cajobi,3509304,cajobiense,GUSTAVO SEBASTIÃO DA COSTA,176929,10486,55.22,734,32487,30217,14085.49,
Cajuru,3509403,cajuruense,JOÃO BATISTA RUGGERI RÉ,660088,25935,35.41,713,64004.18416,56076.05873,21481.97,
Campina do Monte Alegre,3509452,campinomontealegrense,GIL VICENTE DE OLIVEIRA JUNIOR,185031,5991,30.09,717,22714,19476,18521.39,
Campinas,3509502,campineiro,JONAS DONIZETTE FERREIRA,794571,1194094,1359.60,805,4614991,4719976,49876.62,
